Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31035
5,Kurinjipadi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30805
5,Panruti,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,30285
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,32050
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,30855
5,Chinnasalem,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,30250
5,Cuddalore,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,30610
5,Kurinjipadi,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30075
5,Panruti,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,31065
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,31135
5,Sankarapuram,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31810
5,Chinnasalem,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30755
5,Cuddalore,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31815
5,Kurinjipadi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,32090
5,Panruti,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31045
5,Kallakurichi,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,500,32155
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31400
5,Chinnasalem,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30805
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31555
5,Kurinjipadi,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30250
5,Panruti,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,30610
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,30575
5,Sankarapuram,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31605
5,Chinnasalem,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,31135
5,Cuddalore,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,29365
5,Kurinjipadi,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,500,29180
5,Panruti,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,28615
5,Kallakurichi,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,500,27460
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,29365
5,Chinnasalem,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,29180
5,Cuddalore,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,29580
5,Kurinjipadi,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,500,28615
5,Panruti,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31625
5,Kallakurichi,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,32345
5,Sankarapuram,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,400,31400
5,Chinnasalem,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30540
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,30905
5,Kurinjipadi,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30805
5,Panruti,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31535
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,31555
5,Sankarapuram,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,30545
5,Chinnasalem,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,31920
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31035
5,Kurinjipadi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30805
5,Panruti,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,30285
5,Kallakurichi,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,32050
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,30855
5,Chinnasalem,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,30250
5,Cuddalore,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,30610
5,Kurinjipadi,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30075
5,Panruti,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,31065
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,31135
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31810
5,Chinnasalem,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30755
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31815
5,Kurinjipadi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,32090
5,Panruti,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31045
5,Kallakurichi,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,500,32155
5,Sankarapuram,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31400
5,Chinnasalem,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30805
5,Cuddalore,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31555
5,Kurinjipadi,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30250
5,Panruti,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,30610
5,Kallakurichi,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,30575
5,Sankarapuram,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31605
5,Chinnasalem,delux ponni,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,31135
5,Cuddalore,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,29275
5,Kurinjipadi,ponmani,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,500,27265
5,Panruti,ponmani,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,28060
5,Kallakurichi,ponmani,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,500,29365
5,Sankarapuram,CO_43,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,29415
5,Chinnasalem,ponmani,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,29180
5,Cuddalore,ponmani,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,28615
5,Kurinjipadi,ponmani,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,500,27460
5,Panruti,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31625
5,Kallakurichi,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,32345
5,Sankarapuram,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,400,31400
5,Chinnasalem,ponmani,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30540
5,Cuddalore,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,30905
5,Kurinjipadi,CO_43,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30805
5,Panruti,delux ponni,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,400,31535
5,Kallakurichi,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,31555
5,Sankarapuram,CO_43,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,30545
5,Chinnasalem,ponmani,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,31920
5,Cuddalore,delux ponni,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,400,31035
5,Kurinjipadi,CO_43,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30805
5,Panruti,ponmani,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,30285
5,Kallakurichi,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,32050
5,Sankarapuram,CO_43,clay,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,30855
5,Chinnasalem,delux ponni,alluvial,125,62.5,wet,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,30250
5,Cuddalore,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,18.5,34,16,30,15.5,31,16,33,4,10,8,10,SW,W,NNW,WSW,72,78,88,85,500,30610
5,Kurinjipadi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,19.6,20.4,187.2,270.8,167,250,61,64,19.5,34,18.5,35,17,32.5,16,30.5,10,4,10,6,NW,S,SE,SSE,64.6,85,84,87,450,30075
5,Panruti,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,20,35,18,30,17.5,33.5,18,33,4,12,4,12,ENE,NE,NNE,W,85,96,84,79,500,31065
5,Kallakurichi,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,400,31135
5,Sankarapuram,CO_43,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18,34,16.5,35,10,12,10,12,SSE,W,SW,NW,72.7,91,83,81,450,31810
5,Chinnasalem,ponmani,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,30755
5,Chinnasalem,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,31815
5,Chinnasalem,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,450,32090
5,Chinnasalem,delux ponni,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,400,31045
5,Chinnasalem,ponmani,clay,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18,31,15.5,34,15,33,15,31.5,6,6,8,10,E,ENE,NE,NNW,78.6,80,92,88,500,32155
5,Kallakurichi,CO_43,alluvial,125,62.5,dry,100,5,200,10,135.65,51.9,75,3000,18.5,21.5,185.2,272.8,165.3,251.7,60,65,19,33,17,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,S,88.5,95,81,84,450,31400
